Name;Address;Phone;Category
Bloemblad;Baron Ruzettelaan 343, 8310 Assebroek;050 37 50 75;Bloemenwinkels
Isabelle;Dreef 114, 9930 Zomergem;null;Bloemenwinkels
D'Hooge;Hoogstraat 55, 9340 Lede;053 80 18 83;Bloemenwinkels
Bloemen Laurus;Prins Boudewijnlaan 35, 9100 Sint-Niklaas;03 755 37 00;Bloemenwinkels
Orchideeën W&W;Dorpsstraat 81, 3540 Donk;0475 80 92 68;Bloemenwinkels
Bloemenland;Steenweg op Brussel 130, 1745 Opwijk;052 35 54 17;Bloemenwinkels
Bloemencenter Johannita;Bredeweg 39, 9320 Nieuwerkerken;053 83 82 36;Bloemenwinkels
Bloemisterij Belflor;Zuidlaan 3A, 8970 Poperinge;057 33 55 09;Bloemenwinkels
Bloemsierkunst Anita & Walter;Tongersesteenweg 273, 3800 Sint-Truiden;011 67 23 28;Bloemenwinkels
Tuincentrum Vandeputte;Karreweg 107, 9770 Kruishoutem;09 388 76 59;Bloemenwinkels
Bloemisterij Braeckman;Eeksken 6, 9940 Sleidinge;09 357 57 82;Bloemenwinkels
Bloembinderij Quercus;Heerstraat 17, 3941 Eksel;011 73 50 51;Bloemenwinkels
Van Hooydonck;Antoine De Preterlaan 67, 2920 Kalmthout;03 666 89 26;Bloemenwinkels
Floresco;Gistelsteenweg 146, 8490 Varsenare;050 38 55 34;Bloemenwinkels
Plantencentrum Vanstraelen-Priori;Diepenbekerweg 51, 3500 Hasselt;011 24 11 00;Bloemenwinkels
Bloemenhuis Mentens;Weg nr. Helchteren 33, 3670 Meeuwen;011 76 35 02;Bloemenwinkels
Boudein Guy;Elzestraat 30, 9120 Beveren;03 775 70 31;Bloemenwinkels
De Papaver;Kalkmarkt 6, 3300 Tienen;016 78 01 05;Bloemenwinkels
Atelier;Bondgenotenlaan 4, 3400 Landen;011 88 25 06;Bloemenwinkels
Tuincenter Lissens;Stwg. op Lebbeke 14, 1745 Opwijk;052 35 77 92;Bloemenwinkels
Bloemen en Planten Thiels;Liersesteenweg 68, 2221 Booischot;015 22 27 52;Bloemenwinkels
Bloemen Oyen-Jacobs;Steenweg 227, 3570 Alken;011 31 20 67;Bloemenwinkels
Bloemen & Planten Marc Wils;Turnhoutsebaan 75, 2275 Gierle;014 55 62 45;Bloemenwinkels
Jeroen De Ridder Floral Art;Edingsesteenweg 228, 1755 Leerbeek;02 309 90 39;Bloemenwinkels
Bloemen Mariën;Legrellestraat 104, 2590 Gestel;03 482 14 04;Bloemenwinkels
Jo Dieraert;Heldenlaan 28, 9620 Zottegem;09 360 33 56;Bloemenwinkels
Van Gucht Bloemen & Planten;Dorpsstraat 22, 9980 Sint-Laureins;09 379 85 88;Bloemenwinkels
Bloemen Jasmijn;Vierde Lansierslaan 11, 3300 Tienen;016 81 07 91;Bloemenwinkels
Potvolbloeme!;Provinciesteenweg 16, 3150 Wespelaar;016 25 04 10;Bloemenwinkels
Alpenroosje;Dorpsstraat 25, 1840 Londerzeel;052 30 45 04;Bloemenwinkels
Bloemenspeciaalzaak Thomas;Dorp 11, 2360 Oud-Turnhout;014 73 17 78;Bloemenwinkels
Rozenkwekerij Scheers;Keizershoek 225, 2550 Kontich;03 457 07 03;Bloemenwinkels
Bloemen Fiori;Nijverheidsstraat 130, 9890 Gavere;09 384 57 36;Bloemenwinkels
Meander;Nieuwstraat 52C, 9340 Lede;053 82 85 50;Bloemenwinkels
Everaert;Hundelgemsesteenweg 215, 9820 Merelbeke;09 231 26 37;Bloemenwinkels
Walter Van Gastel;Brechtsebaan 83, 2900 Schoten;03 658 40 42;Bloemenwinkels
Bloem En Zo;Lippenslaan 371, 8300 Knokke;050 60 04 92;Bloemenwinkels
Cityscoop;Gasstraat 15, 8800 Roeselare;051 20 97 20;Bioscopen
Studio Geel;Werft, 2440 Geel;014 58 74 07;Bioscopen
Bioscoop Siniscoop;Stationsplein 12, 9100 Sint-Niklaas;03 765 00 30;Bioscopen
Utopolis;Spuibeekstraat 5, 2800 Mechelen;015 55 77 33;Bioscopen
Utopolis;Graatakker 99, 2300 Turnhout;0496 70 65 49;Bioscopen
UGC Cinema's Lommel;Adelbergpark 2, 3920 Lommel;011 55 29 00;Bioscopen
Cinema Focus;Zonnebloemstraat 9, 9500 Geraardsbergen;054 42 17 16;Bioscopen
Kinepolis;Via Media 1, 3500 Hasselt;01 129 86 00;Bioscopen
Kinepolis;Groenendaallaan 394, 2000 Antwerpen;03 544 36 00;Bioscopen
UGC;Van Ertbornstraat 17, 2018 Antwerpen;03 206 70 04;Bioscopen
Kinepolis;President Kennedylaan 100A, 8500 Kortrijk;05 626 66 66;Bioscopen
Utopolis;Demervallei 4, 3200 Aarschot;016 56 56 55;Bioscopen
Ciné Paris;Adolphe Maxlaan 62, 1000 Brussel;null;Bioscopen
Cinema Varietes;Antwerpsestraat 48, 2500 Lier;03 480 01 03;Bioscopen
Cinema;Ter Duinenlaan 51, 8670 Koksijde;058 51 47 00;Bioscopen
Kinepolis;Koningin Astridlaan 12, 8400 Oostende;04 224 66 00;Bioscopen
Euroscoop;C-Mine 1, 3600 Genk;089 30 80 00;Bioscopen
Kinepolis;Koning Albert I-laan 200, 8000 Brugge;05 030 50 00;Bioscopen
Kinepolis;Bondgenotenlaan 145-149, 3000 Leuven;016 31 96 00;Bioscopen
Kinepolis;Eeuwfeestlaan 20, 1000 Brussel;02 474 26 03;Bioscopen
Beverly Screens;Kongostraat 2, 8300 Knokke;050 62 06 20;Bioscopen
UGC De Brouckère;De Brouckereplein 40, 1000 Brussel;02 211 14 15;Bioscopen
Kinepolis;Ter Platen 12, 9000 Gent;09 265 06 00;Bioscopen
Cinema Central;Lavendelstraat   25, 9400 Ninove;054 34 37 57;Bioscopen
Cinema4you;Heirbaan 31, 2070 Burcht;03 722 01 15;Bioscopen
Ciné Rialto;Langestraat 39, 8400 Oostende;059 70 61 58;Bioscopen
Cinema Zed;Naamsestraat 96, 3000 Leuven;016 32 03 38;Bioscopen
UGC Toison d'Or;Gulden-Vlieslaan 8, 1050 Elsene;null;Bioscopen
Cinemobiel;Kozakstraat 83, 8560 Wevelgem;0475 23 52 68;Bioscopen
Cine-pop;Armand Hertzstraat 21, 3500 Hasselt;null;Bioscopen
Studio Skoop;Sint-Annaplein 63, 9000 Gent;09 225 08 45;Bioscopen
Cinéma Aventure;Kleerkopersstraat 57, 1000 Brussel;02 219 92 02;Bioscopen
Ciné Palace;Minnemeers 9, 9000 Gent;09 269 42 00;Bioscopen
Cine Com;Kuipersstraat 23, 8000 Brugge;050 33 20 11;Bioscopen
Cinematek;Baron Hortastraat 9, 1000 Brussel;02 551 19 19;Bioscopen
Planetarium;Boechoutlaan 10, 1020 Laken;02 474 70 50;Bioscopen
Sphinx;Sint-Michielshelling 3, 9000 Gent;09 225 60 86;Bioscopen
Cinescope;Grand-Place 55, 1348 Louvain-la-Neuve;010 24 33 33;Bioscopen
Actor's Studio;Korte Beenhouwersstraat 16, 1000 Brussel;02 512 16 96;Bioscopen
Cinecom;Halveweg 6, 3520 Zonhoven;0499 08 44 77;Bioscopen
KASKcinema;Godshuizenlaan 4, 9000 Gent;09 267 01 09;Bioscopen
Ciné Squat;August Vermeylenlaan 4, 2050 Antwerpen;null;Bioscopen
Le Stockel;de Hinnisdaellaan 17, 1150 Sint-Pieters-Woluwe;null;Bioscopen
Styx;Gewijde-Boomstraat 72, 1050 Elsene;02 512 21 02;Bioscopen
Peliculatina;Collegestraat 27, 1050 Elsene;02 535 93 80;Bioscopen
Vendôme;Waverse Steenweg 18, 1050 Elsene;02 502 37 00;Bioscopen
Camilopolis;Brusselsestraat 165K, 3000 Leuven;null;Bioscopen
Cinema Rio;Monicastraat 11, 8420 De Haan;059 23 61 96;Bioscopen
Studio Filmtheaters;Brabançonnestraat 25, 3000 Leuven;016 30 07 00;Bioscopen
Cartoon's Cinema;Kaasstraat 4-6, 2040 Antwerpen;03 231 09 31;Bioscopen
Cinema Lumière;Sint-Jakobsstraat 36, 8000 Brugge;050 34 34 65;Bioscopen
Cinematechnics-Kinoton;Middendreef 9, 2920 Kalmthout;0475 23 55 43;Bioscopen
Cinematechnics - Kinoton;Sint-Catharinastraat 1-9, 3220 Holsbeek;016 62 90 20;Bioscopen
Leen Bakker;Hasseltweg 35, 3600 Genk;089 35 37 08;Bedden
Leen Bakker;August De Boeckstraat 9, 9100 Sint-Niklaas;03 766 21 77;Bedden
Leen Bakker;Boomsesteenweg 860, 2610 Wilrijk;03 827 06 55;Bedden
Altra Decor;Bierweg 38, 9880 Aalter;09 374 27 78;Bedden
Leen Bakker;Koning Leopoldlaan z/n, 9990 Maldegem;050 71 04 37;Bedden
De Matrassengigant Outlet;Gentse steenweg 406, 9300 Aalst;053 78 35 18;Bedden
Leen Bakker;Binnensingel 54, 3920 Lommel;011 66 69 36;Bedden
Lakebos;Diksmuidseweg 150, 8900 Ieper;null;Bedden
Stico;Kaulillerweg 83, 3950 Bocholt;089 46 21 13;Bedden
Leen Bakker;Torhoutsesteenweg 694, 8400 Oostende;059 23 66 13;Bedden
Leen Bakker;Herentalsebaan 377, 2160 Wommelgem;03 366 33 89;Bedden
Leen Bakker;Zonnebloemstraat 11, 9500 Geraardsbergen;054 41 78 56;Bedden
Leen Bakker;Weiveldlaan 29, 1930 Zaventem;02 721 81 28;Bedden
Leen Bakker;Nieuwe Kaai 31, 2300 Turnhout;014 55 87 39;Bedden
Dumpi Mart;Maalse Steenweg 328A, 8310 Sint-Kruis;050 35 57 53;Bedden
Leen Bakker;Ter Ferrants 1, 8520 Kuurne;056 37 17 50;Bedden
De Slaapadviseur;Assesteenweg 24, 1740 Ternat;02 569 82 99;Bedden
Leen Bakker;Runkstersteenweg 214, 3500 Hasselt;011 37 85 45;Bedden
Bedtime;Mechelsesteenweg 144, 2650 Edegem;03 454 17 27;Bedden
Matrassenhuis & Waterbedcentrum;Sellekaertsstraat 44, 3900 Overpelt;011 66 36 66;Bedden
Bedtime;Spijker 57, 2910 Essen;03 667 44 52;Bedden
Leen Bakker;Brugsesteenweg 343B, 8800 Roeselare;051 24 33 96;Bedden
Leen Bakker;Dendermondsesteenweg 136-138, 9000 Gent;09 229 10 09;Bedden
Sleeplife;Rooigemlaan 563, 9000 Gent;09 226 17 71;Bedden
De Matrassenkoning;Hasseltweg 115, 3600 Genk;089 35 68 50;Bedden
Sleepworld;Tiensesteenweg 341, 3010 Kessel-Lo;016 74 47 20;Bedden
1000 Matrassen;Tolhuislaan 121, 9000 Gent;09 224 48 13;Bedden
Leen Bakker;Mechelsesteenweg 136-140, 9200 Dendermonde;052 22 64 49;Bedden
Leen Bakker;Zelebaan 61, 9160 Lokeren;09 349 20 81;Bedden
Tissabo Topsleep;Kortrijkstraat 130, 8770 Ingelmunster;051 30 00 02;Bedden
Goossens;Baan naar Bree 127, 3990 Peer;011 61 03 20;Bedden
MatrassenHuis;Ijzerlaan 50, 8600 Diksmuide;051 51 19 90;Bedden
Reyskens Slaapcomfort;Genkersteenweg 310, 3500 Hasselt;011 24 15 92;Bedden
Swiss Sense;Brugsesteenweg 353 B, 8800 Roeselare;051 679 044;Bedden
JMB Matrassen;Kaulillerweg 33 A, 3950 Bocholt;089 46 77 74;Bedden
De Matrassenkoning;Genkersteenweg 124, 3500 Hasselt;011 20 14 07;Bedden
De Matrassenkoning;Bredabaan 960, 2170 Merksem;03 685 70 05;Bedden
Leen Bakker;Ridderstraat 10, 3360 Korbeek-Lo;016 46 23 00;Bedden
Leen Bakker;Leuvensesteenweg 166, 3290 Diest;013 32 33 90;Bedden
Leen Bakker;Karel Govaertsstraat 13B, 2222 Itegem;015 24 63 68;Bedden
Matrassenreus;Rijksweg 406, 3630 Maasmechelen;089 77 71 48;Bedden
Leen Bakker;Ring-West 17, 9400 Ninove;054 56 68 51;Bedden
De Matrassenkoning;Ringlaan 1, 8520 Kuurne;056 36 04 24;Bedden
D.T Bedding;Tuinlaan 80, 9111 Belsele;037 65 01 84;Bedden
Sleepworld;Brugsesteenweg 337, 8800 Roeselare;051 75 02 35;Bedden
Leen Bakker;Dendermondse steenweg 75, 9300 Aalst;053 71 18 79;Bedden
Leen Bakker;Pannestraat z/n, 8630 Veurne;058 31 58 29;Bedden
De Slaapboetiek;Stenenbrug 155-157, 2140 Borgerhout;03 235 07 14;Bedden
Van Wouwe Slaapcomfort;Mercatorplein 4, 9150 Rupelmonde;03 774 20 23;Bedden
Bed Behaviour;Tilburgseweg 64, 2382 Poppel;null;Bedden
ETC Slaapcomfort;Graaf Jansdijk 3/13, 8420 Wenduine;050 41 13 64;Bedden
Matrassencenter Defour;Muizelaarstraat 23, 8740 Pittem;051 46 64 55;Bedden
Sleepwise;Turnhoutsebaan 225, 2970 Schilde;03 385 31 21;Bedden
Swiss Sense;Lammerdries-Winkelstraat 4, 2250 Olen;014 96 09 76;Bedden
't Beddeke;Krekelheedstraat 14, 8570 Vichte;056 77 61 31;Bedden
Swiss Sense;Mechelsesteenweg 89A, 1910 Kampenhout;015 48 01 89;Bedden
Leen Bakker;Bergensesteenweg 42-44, 1600 Sint-Pieters-Leeuw;02 377 46 40;Bedden
Leen Bakker;Blankenbergse Steenweg 420, 8000 Brugge;050 31 16 35;Bedden
Time 2 Sleep;Rodendijk 18B, 2980 Zoersel;03 312 99 28;Bedden
De Linnenkast;Ijzerlaan 44-46-50, 8600 Diksmuide;051 55 52 33;Bedden
Hypnos Waterbedden;Hoek ten Eiken 30, 2870 Puurs;03 899 37 47;Bedden
De Matrassenkoning;Molenstraat 46, 9300 Aalst;053 71 18 68;Bedden
De Matrassengigant;Gentse steenweg 357-359, 9300 Aalst;053 41 88 33;Bedden
Slaapcenter Volkaerts;Mechelbaan 557, 2580 Putte;015 75 54 98;Bedden
Bogaert - Bedding;Frederik Burvenichstraat 106, 9050 Gentbrugge;09 230 27 24;Bedden
Dorsoo;Meensesteenweg 307, 8800 Roeselare;051 62 38 47;Bedden
De Matrassenkoning;Antwerpse Steenweg 61, 9080 Lochristi;09 356 78 31;Bedden
De Matrassenkoning;Tiensesteenweg 281, 3010 Kessel-Lo;016 69 88 48;Bedden
De Matrassengigant;Leuvensesteenweg 277, 3390 Tielt-Winge;016 41 88 13;Bedden
Tissabo Topsleep;Fort Lapin 31, 8000 Brugge;050 33 14 85;Bedden
Bed-In;Dendermondsesteenweg 38, 9000 Gent;09 238 10 80;Bedden
Stico;Stationsstraat 58/10-11, 3620 Lanaken;089 72 14 85;Bedden
KP Bedding;Bisschoppenhoflaan 11, 2100 Deurne;03 337 07 05;Bedden
Droomcomfort;Herenthoutse steenweg 78, 2288 Bouwel;014 51 82 82;Bedden
Greven Slaapcomfort;Maastrichterstraat 394, 3740 Bilzen;089 50 36 65;Bedden
De Oude Linden;Abdijstraat 40C, 2260 Tongerlo;014 53 82 10;Boekhandels
The Press Factory;Kerkstraat 8, 9160 Lokeren;09 348 20 62;Boekhandels
Wase Boekhandel;Grote Markt 34, 9100 Sint-Niklaas;03 776 01 68;Boekhandels
Boekhandel Sigrid;Grote Steenweg, 9340 Oordegem;null;Boekhandels
Dallas Boekenhandel;Fraterstraat 142, 9820 Merelbeke;09 232 00 43;Boekhandels
Boekhandel 't Kapelleke;Meisestraat 127, 1853 Strombeek-Bever;02 267 62 37;Boekhandels
ExPress-Store;Tussenbruggen 16, 9700 Oudenaarde;0484 69 34 48;Boekhandels
Plato Boekhandel;Spiegelstraat 16, 3300 Tienen;016 81 21 29;Boekhandels
De Kriebel;Kachtemsestraat 139, 8870 Kachtem;051 31 76 13;Boekhandels
Sjoekeboeke;Daverlostraat 105, 8310 Assebroek;050 28 14 59;Boekhandels
Standaard Boekhandel;Kouter 31, 9000 Gent;09 225 53 77;Boekhandels
Boek en Papier PLUS;Biest 5 - 7, 2960 Brecht;03 313 72 96;Boekhandels
Het boek Junior;Populierenlaan 1, 8430 Middelkerke;059 30 65 55;Boekhandels
Boekenvoordeel;Nieuwstraat 15, 9300 Aalst;null;Boekhandels
Boekenvoordeel;Langemunt 17, 9000 Gent;null;Boekhandels
Beukeboom Snuffelhoekje;A. Rodenbachstraat 79, 9470 Denderleeuw;0471 38 83 04;Boekhandels
Boekenwinkeltje;Gemeenteplein 22B, 3040 Huldenberg;02 687 70 94;Boekhandels
Papierus;Bredabaan 436, 2990 Wuustwezel;03 669 96 15;Boekhandels
Landrada;Perronstraat 12A, 3740 Munsterbilzen;089 50 22 76;Boekhandels
De Potter P.;Steenweg 84, 9810 Eke;09 385 43 45;Boekhandels
Epoxy;Kaaistraat 14, 9900 Eeklo;09 377 10 15;Boekhandels
Standaard Boekhandel;Molenborre 16, 1500 Halle;02 356 61 95;Boekhandels
Boekhandel Arta;Onze-Lieve-Vrouwstraat 34, 9280 Lebbeke;052 41 32 92;Boekhandels
Hamdard;Vondelstraat 7, 2060 Antwerpen;03 234 33 34;Boekhandels
Standaard Boekhandel;Kortrijksestraat 29, 8020 Oostkamp;050 84 21 01;Boekhandels
Standaard Boekhandel;Stationsstraat 8, 9230 Wetteren;09 366 46 25;Boekhandels
Standaard Boekhandel;Brugsesteenweg 341B, 8800 Roeselare;051 24 75 20;Boekhandels
Rob's Shop;Dorpsstraat 27, 3900 Overpelt;011 64 42 30;Boekhandels
Standaard Boekhandel;Isabellaplein 3, 3270 Scherpenheuvel;013 32 60 76;Boekhandels
Standaard Boekhandel;Mechelsesteenweg 93, 1910 Kampenhout;015 14 01 20;Boekhandels
Standaard Boekhandel;Hovestraat 27, 2650 Edegem;03 888 95 31;Boekhandels
Standaard Boekhandel;Antwerpsesteenweg 271, 2390 Malle;03 484 57 21;Boekhandels
Standaard Boekhandel;Bosstraat 72, 3680 Maaseik;089 75 13 89;Boekhandels
Standaard Boekhandel;Maalse Steenweg 326C, 8310 Sint-Kruis;050 33 51 34;Boekhandels
Boekenvoordeel;Kapellestraat 64, 8400 Oostende;null;Boekhandels
De Banier;Kipdorp 30, 2000 Antwerpen;03 202 24 71;Boekhandels
Boekenvoordeel;Ooststraat 72, 8800 Roeselare;null;Boekhandels
Boekenvoordeel;Bondgenotenlaan 17, 3000 Leuven;null;Boekhandels
Acco Boek- en Kantoorhandel;Maria-Theresiastraat 2-4, 3000 Leuven;016 29 11 00;Boekhandels
Standaard Boekhandel;Hundelgemsesteenweg 612, 9820 Merelbeke;09 211 02 62;Boekhandels
Standaard Boekhandel;Schoenmarkt 16-18, 2000 Antwerpen;03 231 07 73;Boekhandels
Standaard Boekhandel;Brugsesteenweg 537, 9030 Mariakerke;09 375 28 22;Boekhandels
Standaard Boekhandel;Dorp-West 11-13, 9080 Lochristi;09 345 59 81;Boekhandels
Boekhandel de Slegte;Havermarkt 14, 3500 Hasselt;011 22 74 00;Boekhandels
Buromac;Graaf Pierre de Brieylaan 17, 8200 Sint-Michiels;050 38 58 26;Boekhandels
De Krijger;Kloosterstraat 83, 9420 Erpe-Mere;0475 63 21 00;Boekhandels
Standaard Boekhandel;Tolpoortstraat 89 B, 9800 Deinze;09 386 09 02;Boekhandels
Funco;Dorp 22, 2310 Rijkevorsel;03 314 79 74;Boekhandels
De Banier;Hoefslagstraatje 1, 9000 Gent;09 233 87 87;Boekhandels
Boekenvoordeel;Bredabaan 544, 2170 Merksem;null;Boekhandels
Standaard Boekhandel;Brugsesteenweg 21, 8450 Bredene;059 80 11 14;Boekhandels
Boekenvoordeel;Statielei 21, 2640 Mortsel;null;Boekhandels
Standaard Boekhandel;Leuvensesteenweg 393, 3070 Kortenberg;02 253 36 52;Boekhandels
Standaard Boekhandel;Gouden Kruispunt 48, 3390 Sint-Joris-Winge;null;Boekhandels
Standaard Boekhandel;Heistraat 65 a, 2610 Wilrijk;03 828 28 48;Boekhandels
Bookshop Sint Amands;Sint-Amandsstraat 164, 1853 Strombeek-Bever;02 267 32 27;Boekhandels
Booking Plus;Grotesteenweg 584, 2600 Berchem;03 230 60 66;Boekhandels
Boekhandel Scribo;Oostrozebekestraat 76, 8760 Meulebeke;051 48 87 46;Boekhandels
Standaard Boekhandel;Gistelse Steenweg 487, 8200 Sint-Andries;050 38 76 92;Boekhandels
Standaard Boekhandel;Heldenlaan 13, 9620 Zottegem;09 360 08 19;Boekhandels
Boekhandel Napoleon;Damse Vaart-Zuid 4, 8340 Damme;0498 33 69 15;Boekhandels
Boekenvoordeel;Veldstraat 46, 9000 Gent;null;Boekhandels
Boekenvoordeel;Bruul 85, 2800 Mechelen;null;Boekhandels
Standaard Boekhandel;Willy Vandersteenplein 8, 2920 Kalmthout;03 685 68 07;Boekhandels
Standaard Boekhandel;Marktstraat 18, 8870 Izegem;051 30 32 98;Boekhandels
Standaard Boekhandel;Vlaanderenstraat 3-5, 8400 Oostende;059 32 47 92;Boekhandels
Standaard Boekhandel;Stationsstraat 3, 8470 Gistel;059 70 08 31;Boekhandels
De Banier;Katelijnestraat 67, 8000 Brugge;050 33 86 51;Boekhandels
Plato;Herbert Hooverplein 24, 3000 Leuven;016 23 03 45;Boekhandels
Standaard Boekhandel;Lippenslaan 86, 8300 Knokke-Heist;050 60 39 31;Boekhandels
Het Goede Boek;Meensestraat 79, 8500 Kortrijk;056 35 78 99;Boekhandels
Boekhandel Meulenbergs;Schaluin 74, 3200 Aarschot;016 56 93 34;Boekhandels
Standaard Boekhandel;IJzerenleen 55, 2800 Mechelen;015 21 81 08;Boekhandels
Boekhandel de Slegte;Voldersstraat 7, 9000 Gent;09 225 59 18;Boekhandels
Standaard Boekhandel;Verheydenstraat 24, 1700 Dilbeek;02 569 38 80;Boekhandels
Bio-Planet;Vilvoordsesteenweg 301, 1850 Grimbergen;02 751 78 75;Biowinkels
Pure;Korte Nieuwstraat 12, 9300 Aalst;0473 81 49 10;Biowinkels
Puur!;Slangstraat 56, 9220 Hamme;0479 76 77 27;Biowinkels
Bioboerderij Maarten van Gool;Langstraat 41, 3384 Attenrode;016 57 21 73;Biowinkels
Biotoop;Strijdhoflaan 32, 2600 Berchem;0496 90 75 13;Biowinkels
In Evenwicht;Beemdenstraat 31, 2340 Beerse;014 61 95 50;Biowinkels
Maelegijs Ekowinkel;Vlasmarkt 37, 9200 Dendermonde;052 21 40 48;Biowinkels
Puur Natuur;Kalishoekstraat 93, 9120 Melsele;03 775 60 16;Biowinkels
Puur Happiness;Visserijstraat 62, 8560 Wevelgem;0476 86 20 75;Biowinkels
Het Augustijnenhof;Rolleweg 32, 8210 Loppem;0478 29 28 17;Biowinkels
Bio Shop;Parkstraat 25, 9700 Oudenaarde;055 31 64 30;Biowinkels
Bioka;Millerdries 7a, 3770 Riemst;012 21 30 72;Biowinkels
Soria Bel;Ringlaan 35, 8480 Ichtegem;051 58 80 30;Biowinkels
De Biopoort;Ramerstraat 7, 1760 Roosdaal;054 33 04 61;Biowinkels
De Kruidenkouter;Kouterstraat 95, 9240 Zele;052 44 90 58;Biowinkels
Amarantha;Louis Domsstraat 11, 2320 Hoogstraten;0472 01 87 21;Biowinkels
Nutri-Bel;Baarledorpstraat 12, 9031 Drongen;09 226 16 10;Biowinkels
Moedertje Natuur;Baron August De Becker-Remyplein 35, 3010 Kessel-Lo;016 25 09 59;Biowinkels
Knoopsschat;Spoorweglaan 13, 9880 Aalter;09 374 46 56;Biowinkels
Bio-Planet;Bergensesteenweg 83, 1500 Halle;02 360 19 40;Biowinkels
Finka;Lange Leemstraat 108, 2018 Antwerpen;0492 54 16 87;Biowinkels
Bio Shop;Stadionstraat 3, 9190 Stekene;03 779 96 29;Biowinkels
Paracelsus;Félix Paulsenlaan 50, 1070 Anderlecht;0472 82 07 12;Biowinkels
Natuurbron;Heidestatiestraat 81, 2920 Kalmthout;03 666 90 32;Biowinkels
De Cruythoeck;Nieuwstraat 67B, 2260 Westerlo;014 54 39 01;Biowinkels
The Food Hub;Locomotievenstraat 1, 3010 Kessel-Lo;null;Biowinkels
De Kruidenfee;Markt 26, 2270 Herenthout;014 51 89 92;Biowinkels
NutriPlanet;Leopold I-laan 25, 8000 Brugge;050 33 86 00;Biowinkels
Bio Shop;Berlarij 47, 2500 Lier;03 480 40 54;Biowinkels
Vitafit;Gouden-Boomstraat 88, 8000 Brugge;0476 44 19 64;Biowinkels
Miaguy Spices;Molenstraat 25, 1750 Lennik;02 378 20 38;Biowinkels
De Bioserre;Driegaaienstraat 184, 9100 Sint-Niklaas;03 766 51 70;Biowinkels
Biodyvino;Ten Hoflaan 22, 2980 Zoersel;03 312 24 38;Biowinkels
Midgaardshop;Heidestraat 61, 2460 Lichtaart;014 47 87 72;Biowinkels
Bio Shop;Gentpoortstraat 4, 9800 Deinze;09 380 82 20;Biowinkels
La Ferme Gourmande;Route de Méan 11, 5374 Maffe;086 32 12 98;Biowinkels
Bio Shop;Boseind 25, 3910 Neerpelt;011 64 42 88;Biowinkels
De Vlinder;Oudestraat 16, 3990 Peer;0478 11 14 00;Biowinkels
Maona;Van Schoonbekeplein 23, 2000 Antwerpen;null;Biowinkels
Maaike's Ecologische Buurtwinkel;Morckhovenlei 17, 2140 Borgerhout;0478 47 05 42;Biowinkels
Sport Nutrition;Lange Nieuwstraat 26, 2000 Antwerpen;03 290 47 63;Biowinkels
't Allergieke;Misstraat 182, 2500 Koningshooikt;03 383 62 93;Biowinkels
De Graal;Gasthuisstraat 26, 9140 Temse;03 771 31 20;Biowinkels
Nutriphyt;Industriepark 30, 8730 Beernem;050 20 16 04;Biowinkels
OriginS BIO Market;Léon Theodorstraat 27, 1090 Jette;null;Biowinkels
Green Point Bio;de Limburg Stirumlaan 21, 1780 Wemmel;02 460 13 06;Biowinkels
M.S. Distribution-Tivall;Lamorinièrestraat 199, 2000 Antwerpen;03 281 37 33;Biowinkels
Bertyn;Brechtsebaan 42 70, 2900 Schoten;03 620 26 56;Biowinkels
Silhouelle;Maenhoutstraat 75, 9830 Sint-Martens-Latem;0476 92 64 77;Biowinkels
De Korenblomme;Kasteelstraat 29, 8660 De Panne;058 41 41 91;Biowinkels
De Bielanden;Bazelstraat 13, 9150 Kruibeke;03 774 39 14;Biowinkels
Today;Maenhoutstraat 73, 9830 Sint-Martens-Latem;09 275 00 00;Biowinkels
Damhert;Kapelstraat 154, 3550 Heusden;011 42 50 39;Biowinkels
Bio Shop;Charles de Kerchovelaan 423, 9000 Gent;09 245 25 45;Biowinkels
Cleyland;Beekstraat 2, 9820 Melsen;09 384 20 55;Biowinkels
Bio market;Klarastraat 2, 3080 Tervuren;02 767 07 05;Biowinkels
Bio-Planet;Gentse steenweg 369, 9320 Nieuwerkerken;053 80 47 74;Biowinkels
Biomamma;Frederik de Merodestraat 32, 2800 Mechelen;0486 82 31 70;Biowinkels
Vitamina+;Roeselaarsestraat 60, 8870 Izegem;051 31 59 84;Biowinkels
Bio Santé;De Wandstraat 150, 1020 Laken;02 262 37 33;Biowinkels
Olleke Bolleke;Elsum 16, 2440 Geel;014 72 07 87;Biowinkels
Herbalife;Ijzerstraat 58/201, 9120 Melsele;03 775 28 02;0497 88 94 80
Färm;Brandhoutkaai 43, 1000 Brussel;02 218 24 81;Biowinkels
Natuurpunt Rivierengebied;Muizenhoekstraat 7, 2812 Muizen;015 43 61 09;Biowinkels
Bhogal & Co;Provinciebaan 19, 3110 Rotselaar;016 89 55 24;Biowinkels
Smeets N;Valmeerstraat 129, 3770 Val-Meer;0497 70 15 33;Biowinkels
Cochez G;Lindeveldstraat 58, 9308 Hofstade;053 78 19 24;Biowinkels
Fair Food;Steenhouwersvest 29, 2000 Antwerpen;03 234 97 00;Biowinkels
Sweet Nuts;Steenpoort 3, 8500 Kortrijk;056 25 95 77;Biowinkels
De Koster;Eeckhoutweg 7, 1785 Merchtem;02 460 27 87;Biowinkels
Aquarius Age Company Belgium;Kareelstraat 48, 9300 Aalst;053 60 56 56;Biowinkels
